vVirusNameCorrected,hHostNameFinal,reservoir.status,spillover.capacity,animal.severity,trans.route,lower.mort,upper.mort,inf.period,symptoms,human.trans,recombination,notes,WildDomInReference,DetectionMethod,hOrder,hFamily,hGenus,hSpecies,vOrder,vFamily,vSubfamily,vGenus,vGenomeAveLength,vCytoReplicTF,vSegmentedTF,vSSoDS,vDNAoRNA,vEnvelope,References_traits,References_detection..Olival.et.al..2017.,avg.mort,AdultBodyMass_g,LitterSize,MaxLongevity_m,GestationLen_d,hAllZACites,hDiseaseZACites,phylo.dist.humans.species,zoonoses,TotVirus,max_breadth,max_hum_dist,Genome.comp,IsZoonotic.stringent,trans.stat
European_bat_lyssavirus_1,Myotis_daubentonii,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) ",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Myotis,daubentonii,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2002; Serra-Cobo et al. 2013,Muller et al. 2004,100,7.63,1.21,336,55.14,395,33,0.890322305,3,3,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_1,Myotis_nattereri,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) ",wild,PCR,CHIROPTERA,VESPERTILIONIDAE,Myotis,nattereri,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2002; Serra-Cobo et al. 2013,Serra-Cobo et al. 2002,100,7.25,0.99,180,61.95,414,29,0.898514808,2,2,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_1,Eptesicus_serotinus,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) ",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,serotinus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Speare et al. 1997; Robardet et al. 2017; Vazquez-Moron et al. 2008; Serra-Cobo et al. 2013,Calisher et al. 2006,100,23.09,1.5,72,65.44,460,72,0.912204183,2,2,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_1,Nyctalus_noctula,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) ",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,noctula,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2002; Serra-Cobo et al. 2013,Muller et al. 2007,100,28.48,1.33,144,72.24,613,73,0.975536632,3,4,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_1,Plecotus_auritus,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) ",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Plecotus,auritus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2013,Muller et al. 2004,100,8.19,1.22,360,65.12,649,52,0.898572187,1,1,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_1,Myotis_dasycneme,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) ",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Myotis,dasycneme,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2013,Muller et al. 2004,100,15.16,1,234,61.95,218,32,0.908697451,2,2,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_1,Barbastella_barbastellus,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) ",wild,PCR,CHIROPTERA,VESPERTILIONIDAE,Barbastella,barbastellus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2013,Muller unpublished in Muller et al. 2007,100,8.31,1.73,252,53.55,332,26,0.882912735,1,1,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_1,Miniopterus_schreibersii,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) ",wild,PCR,CHIROPTERA,VESPERTILIONIDAE,Miniopterus,schreibersii,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2002; Serra-Cobo et al. 2013,Serra-Cobo et al. 2002,100,11.46,0.99,168,182.5,279,47,0.783354524,3,4,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_1,Rousettus_aegyptiacus,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) ",wild,Isolation,CHIROPTERA,PTEROPODIDAE,Rousettus,aegyptiacus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Wellenberg et al. 2002; Serra-Cobo et al. 2013,Calisher et al. 2006,100,134,1.07,274.8,123.39,258,47,0.705803647,4,5,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_1,Rhinolophus_ferrumequinum,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) There have been 1183 bat cases of EBLV-1 btw 1977 and 2016, but only 39 suspected cases of EBLV-2",wild,PCR,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,ferrumequinum,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Wong et al. 2007; Mackenzie et al. 2001; Field 2004; Serra-Cobo et al. 2002; Serra-Cobo et al. 2013,Serra-Cobo et al. 2002,100,22.59,0.98,360,91.24,782,121,0.678446407,6,6,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_1,Myotis_myotis,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) ",wild,PCR,CHIROPTERA,VESPERTILIONIDAE,Myotis,myotis,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2002; Serra-Cobo et al. 2013,Serra-Cobo et al. 2002,100,25.59,1.5,264,73,862,94,0.881878472,2,2,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_1,Pipistrellus_nathusii,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) ",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,nathusii,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2013,Muller et al. 2007; Kuzmin & Rupprecht 1999,100,7.44,1.73,96,43.237,317,8,0.963116339,1,1,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_1,Pipistrellus_pipistrellus,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases (1977, 1985) - both fatal; most isolates are EBLV type 1, type 2 less common (also sounds like EBLV-2 is more virulent - maybe that's part of the reason why it's less common?) ",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,pipistrellus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2013,Muller et al. 2007,100,5.3,1.37,200.4,44,818,83,0.99252811,1,1,0.802135794,1.010326379,ssRNA(-),1,direct_host
European_bat_lyssavirus_2,Myotis_nattereri,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases - both fatal (1985, 2002)",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Myotis,nattereri,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2013,Calisher et al. 2006,100,7.25,0.99,180,61.95,414,29,0.898514808,2,2,0.691745584,0.975536632,ssRNA(-),1,direct_host
European_bat_lyssavirus_2,Rhinolophus_ferrumequinum,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases - both fatal (1985, 2002)",wild,Isolation,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,ferrumequinum,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2013,Calisher et al. 2006,100,22.59,0.98,360,91.24,782,121,0.678446407,6,6,0.691745584,0.975536632,ssRNA(-),1,direct_host
European_bat_lyssavirus_2,Myotis_myotis,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases - both fatal (1985, 2002)",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Myotis,myotis,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2013,Calisher et al. 2006,100,25.59,1.5,264,73,862,94,0.881878472,2,2,0.691745584,0.975536632,ssRNA(-),1,direct_host
European_bat_lyssavirus_2,Nyctalus_noctula,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases - both fatal (1985, 2002)",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,noctula,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2013,Kuzmin & Rupprecht 1999,100,28.48,1.33,144,72.24,613,73,0.975536632,3,4,0.691745584,0.975536632,ssRNA(-),1,direct_host
European_bat_lyssavirus_2,Myotis_dasycneme,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases - both fatal (1985, 2002)",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Myotis,dasycneme,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2013,Calisher et al. 2006,100,15.16,1,234,61.95,218,32,0.908697451,2,2,0.691745584,0.975536632,ssRNA(-),1,direct_host
European_bat_lyssavirus_2,Myotis_daubentonii,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases - both fatal (1985, 2002)",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Myotis,daubentonii,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2013,Calisher et al. 2006,100,7.63,1.21,336,55.14,395,33,0.890322305,3,3,0.691745584,0.975536632,ssRNA(-),1,direct_host
European_bat_lyssavirus_2,Miniopterus_schreibersii,1,1,2,saliva,100,100,1,encephalitis,1,low,"Only two human cases - both fatal (1985, 2002)",wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Miniopterus,schreibersii,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11966,TRUE,FALSE,SS,RNA,enveloped,Fooks et al. 2003; Serra-Cobo et al. 2013,Calisher et al. 2006,100,11.46,0.99,168,182.5,279,47,0.783354524,3,4,0.691745584,0.975536632,ssRNA(-),1,direct_host
Flexal_virus,Hylaeamys_megacephalus,1,1,1,aerosolized excreta,0,0,1,febrile illness,1,high,"Only 2 lab confirmed human cases - in laboratory workers, caused relatively severe disease",wild,Isolation,RODENTIA,CRICETIDAE,Hylaeamys,megacephalus,Group_V,Arenaviridae,NA,Arenavirus,10448,TRUE,TRUE,SS,RNA,enveloped,The Center for Food Security and Public Health 2010; Archer and Hesse 2002,Gonzalez et al. 2007,0,57,3.72,45,27.28,4,1,0.802303076,1,3,0.303138767,0.81916693,ssRNA(+/-),1,direct_host
Flexal_virus,Nephelomys_albigularis,1,1,1,aerosolized excreta,0,0,1,febrile illness,1,high,"Only 2 lab confirmed human cases - in laboratory workers, caused relatively severe disease",wild,Isolation,RODENTIA,CRICETIDAE,Nephelomys,albigularis,Group_V,Arenaviridae,NA,Arenavirus,10448,TRUE,TRUE,SS,RNA,enveloped,The Center for Food Security and Public Health 2010; Archer and Hesse 2002,Gonzalez et al. 2007,0,60.5,3.4,5,26.7,3,1,0.81916693,1,2,0.303138767,0.81916693,ssRNA(+/-),1,direct_host
Flexal_virus,Oecomys_bicolor,1,1,1,aerosolized excreta,0,0,1,febrile illness,1,high,"Only 2 lab confirmed human cases - in laboratory workers, caused relatively severe disease",wild,Isolation,RODENTIA,CRICETIDAE,Oecomys,bicolor,Group_V,Arenaviridae,NA,Arenavirus,10448,TRUE,TRUE,SS,RNA,enveloped,The Center for Food Security and Public Health 2010; Archer and Hesse 2002,CDC ArboCat,0,40.74,3.15,11,21.4,19,1,0.776921736,1,2,0.303138767,0.81916693,ssRNA(+/-),1,direct_host
Flexal_virus,Sooretamys_angouya,1,1,1,aerosolized excreta,0,0,1,febrile illness,1,high,"Only 2 lab confirmed human cases - in laboratory workers, caused relatively severe disease",wild,Isolation,RODENTIA,CRICETIDAE,Sooretamys,angouya,Group_V,Arenaviridae,NA,Arenavirus,10448,TRUE,TRUE,SS,RNA,enveloped,The Center for Food Security and Public Health 2010; Archer and Hesse 2002,Gonzalez et al. 2007,0,120.17,4.08,28.5,24.74,10,2,0.815507146,2,4,0.303138767,0.81916693,ssRNA(+/-),1,direct_host
Guanarito_virus,Sigmodon_alstoni,1,1,1,aerosolized excreta,30,30,1,hemorrhagic fever,1,high,Venezuelan hemorrhagic fever,wild,Isolation,RODENTIA,CRICETIDAE,Sigmodon,alstoni,Group_V,Arenaviridae,NA,Arenavirus,10424,TRUE,TRUE,SS,RNA,enveloped,Manzione et al. 1998; Milazzo et al. 2011,Gonzalez et al. 2007,30,55.7,5.18,62.4,27,20,5,0.790313194,1,3,0.480690929,0.858466482,ssRNA(+/-),1,direct_host
Guanarito_virus,Zygodontomys_brevicauda,1,1,1,aerosolized excreta,30,30,1,hemorrhagic fever,1,high,Venezuelan hemorrhagic fever,wild,Isolation,RODENTIA,CRICETIDAE,Zygodontomys,brevicauda,Group_V,Arenaviridae,NA,Arenavirus,10424,TRUE,TRUE,SS,RNA,enveloped,Manzione et al. 1998; Milazzo et al. 2011,Fulhorst et al. 2001,30,52.22,4.23,12,25.39,44,20,0.858466482,2,5,0.480690929,0.858466482,ssRNA(+/-),1,direct_host
Hantaan_virus,Apodemus_peninsulae,1,1,1,"aerosolized excreta, or saliva (via bite)",5,15,1,"thrombocytopenia, hemorrhagic fever with renal syndrome (HFRS)",1,high,Apodemus_agrarius is considered the primary reservoir; some evidence that rate of subclinical cases/mild disease is higher in local population (constant exposure) vs. foreigners/soldiers; can remain viable in the environment for 2-3 days,wild,Isolation,RODENTIA,MURIDAE,Apodemus,peninsulae,Bunyavirales,Hantaviridae,NA,Orthohantavirus,11845,TRUE,TRUE,SS,RNA,enveloped,Ermonval et al. 2016; Song et al. 2006; https://www.cdc.gov/mmwr/preview/mmwrhtml/00051521.htm; Klein et al. 2015,Wang et al. 2000,10,2,4.41,52.79,22.69,183,53,0.734399842,1,1,0.872881476,0.912204183,ssRNA(-),1,direct_host
Hantaan_virus,Apodemus_agrarius,1,1,1,"aerosolized excreta, or saliva (via bite)",5,15,1,"thrombocytopenia, hemorrhagic fever with renal syndrome (HFRS)",1,high,Apodemus_agrarius is considered the primary reservoir; some evidence that rate of subclinical cases/mild disease is higher in local population (constant exposure) vs. foreigners/soldiers; can remain viable in the environment for 2-3 days,wild,Isolation,RODENTIA,MURIDAE,Apodemus,agrarius,Bunyavirales,Hantaviridae,NA,Orthohantavirus,11845,TRUE,TRUE,SS,RNA,enveloped,Ermonval et al. 2016; Song et al. 2006; https://www.cdc.gov/mmwr/preview/mmwrhtml/00051521.htm; Klein et al. 2015,Acha & Szyfres 2003; Lee et al. 1978,10,21.11,5.64,48,19.89,929,312,0.699101112,3,3,0.872881476,0.912204183,ssRNA(-),1,direct_host
Hantaan_virus,Rhinolophus_ferrumequinum,1,0,1,"aerosolized excreta, or saliva (via bite)",5,15,1,"thrombocytopenia, hemorrhagic fever with renal syndrome (HFRS)",1,high,Apodemus_agrarius is considered the primary reservoir; some evidence that rate of subclinical cases/mild disease is higher in local population (constant exposure) vs. foreigners/soldiers; can remain viable in the environment for 2-3 days,wild,Isolation,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,ferrumequinum,Bunyavirales,Hantaviridae,NA,Orthohantavirus,11845,TRUE,TRUE,SS,RNA,enveloped,Ermonval et al. 2016; Song et al. 2006; https://www.cdc.gov/mmwr/preview/mmwrhtml/00051521.htm; Klein et al. 2015,Kim et al. 1994,10,22.59,0.98,360,91.24,782,121,0.678446407,6,6,0.872881476,0.912204183,ssRNA(-),1,reservoir_only
Hantaan_virus,Eptesicus_serotinus,1,0,1,"aerosolized excreta, or saliva (via bite)",5,15,1,"thrombocytopenia, hemorrhagic fever with renal syndrome (HFRS)",1,high,Apodemus_agrarius is considered the primary reservoir; some evidence that rate of subclinical cases/mild disease is higher in local population (constant exposure) vs. foreigners/soldiers; can remain viable in the environment for 2-3 days,wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,serotinus,Bunyavirales,Hantaviridae,NA,Orthohantavirus,11845,TRUE,TRUE,SS,RNA,enveloped,Ermonval et al. 2016; Song et al. 2006; https://www.cdc.gov/mmwr/preview/mmwrhtml/00051521.htm; Klein et al. 2015,Calisher et al. 2006,10,23.09,1.5,72,65.44,460,72,0.912204183,2,2,0.872881476,0.912204183,ssRNA(-),1,reservoir_only
Hantaan_virus,Niviventer_confucianus,1,1,1,"aerosolized excreta, or saliva (via bite)",5,15,1,"thrombocytopenia, hemorrhagic fever with renal syndrome (HFRS)",1,high,Apodemus_agrarius is considered the primary reservoir; some evidence that rate of subclinical cases/mild disease is higher in local population (constant exposure) vs. foreigners/soldiers; can remain viable in the environment for 2-3 days,wild,Isolation,RODENTIA,MURIDAE,Niviventer,confucianus,Bunyavirales,Hantaviridae,NA,Orthohantavirus,11845,TRUE,TRUE,SS,RNA,enveloped,Ermonval et al. 2016; Song et al. 2006; https://www.cdc.gov/mmwr/preview/mmwrhtml/00051521.htm; Klein et al. 2015,Wang et al. 2000,10,65.05,3.7,12,21,72,21,0.692594134,1,1,0.872881476,0.912204183,ssRNA(-),1,direct_host
Hendra_virus,Equus_caballus,2,1,4,"bodily fluids, animal excreta",57,57,1,encephalitis,1,low,"There's only been 7 human cases, all people taking care of horses; henipaviruses like Nipah and Hendra can interfere with interferon signaling - huge contributor to virulence",domestic,Isolation,PERISSODACTYLA,EQUIDAE,Equus,caballus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18234,TRUE,FALSE,SS,RNA,enveloped,Middleton 2014; Field 2016,Tulsiani et al. 2011,57,403598.53,1,744,338.97,2067,771,0.636987555,5,23,0.452341446,0.692546817,ssRNA(-),1,int_host
Hendra_virus,Pteropus_alecto,1,0,1,"bodily fluids, animal excreta",57,57,1,encephalitis,1,low,"There's only been 7 human cases, all people taking care of horses; henipaviruses like Nipah and Hendra can interfere with interferon signaling - huge contributor to virulence",wild,Isolation,CHIROPTERA,PTEROPODIDAE,Pteropus,alecto,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18234,TRUE,FALSE,SS,RNA,enveloped,Middleton 2014; Field 2016,Calisher et al. 2006,57,610.13,1,53.9999,177.517,92,24,0.672699967,3,3,0.452341446,0.692546817,ssRNA(-),1,reservoir_only
Hendra_virus,Pteropus_conspicillatus,1,0,1,"bodily fluids, animal excreta",57,57,1,encephalitis,1,low,"There's only been 7 human cases, all people taking care of horses; henipaviruses like Nipah and Hendra can interfere with interferon signaling - huge contributor to virulence",wild,Isolation,CHIROPTERA,PTEROPODIDAE,Pteropus,conspicillatus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18234,TRUE,FALSE,SS,RNA,enveloped,Middleton 2014; Field 2016,Calisher et al. 2006,57,760.71,1,179.76,212.917,36,14,0.664170347,3,3,0.452341446,0.692546817,ssRNA(-),1,reservoir_only
Hendra_virus,Pteropus_poliocephalus,1,0,1,"bodily fluids, animal excreta",57,57,1,encephalitis,1,low,"There's only been 7 human cases, all people taking care of horses; henipaviruses like Nipah and Hendra can interfere with interferon signaling - huge contributor to virulence",wild,Isolation,CHIROPTERA,PTEROPODIDAE,Pteropus,poliocephalus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18234,TRUE,FALSE,SS,RNA,enveloped,Middleton 2014; Field 2016,Calisher et al. 2006,57,702.78,1,180,187.72,184,26,0.652159956,4,5,0.452341446,0.692546817,ssRNA(-),1,reservoir_only
Hendra_virus,Pteropus_scapulatus,1,0,1,"bodily fluids, animal excreta",57,57,1,encephalitis,1,low,"There's only been 7 human cases, all people taking care of horses; henipaviruses like Nipah and Hendra can interfere with interferon signaling - huge contributor to virulence",wild,Isolation,CHIROPTERA,PTEROPODIDAE,Pteropus,scapulatus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18234,TRUE,FALSE,SS,RNA,enveloped,Middleton 2014; Field 2016,Calisher et al. 2006,57,380.35,1,179.76,136.875,97,18,0.692546817,3,3,0.452341446,0.692546817,ssRNA(-),1,reservoir_only
Hepatitis_E_virus,Bos_taurus,1,0,1,fecal-oral,1,4,2,"jaundice, hepatomegaly",4,high,Note that genotypes 1 and 2 are found exclusively in humans; but genotypes 3 and 4 are found in both humand and other mammals (so this database refers to genotypes 3 and 4); More severe in pregnant women - case fatality rates of 20-25% have been reported in pregnant women in 3rd trimester,domestic,PCR,CETARTIODACTYLA,BOVIDAE,Bos,taurus,Group_IV,Hepeviridae,NA,Hepevirus,7176,TRUE,FALSE,SS,RNA,non-enveloped,Pavio et al. 2010; Pavio et al. 2013; Huang et al. 2016; https://www.cdc.gov/hepatitis/hev/hevfaq.htm,Favorov et al. 2000,2.5,618642.42,1,240,280.48,4238,2742,0.682652136,11,46,0.729586842,0.776420366,ssRNA(+),1,reservoir_only
Hepatitis_E_virus,Rattus_rattus,1,0,1,fecal-oral,1,4,2,"jaundice, hepatomegaly",4,high,Note that genotypes 1 and 2 are found exclusively in humans; but genotypes 3 and 4 are found in both humand and other mammals (so this database refers to genotypes 3 and 4); More severe in pregnant women - case fatality rates of 20-25% have been reported in pregnant women in 3rd trimester,domestic,PCR,RODENTIA,MURIDAE,Rattus,rattus,Group_IV,Hepeviridae,NA,Hepevirus,7176,TRUE,FALSE,SS,RNA,non-enveloped,Pavio et al. 2010; Pavio et al. 2013; Johne et al. 2010,Ryll et al. 2017,2.5,142.68,5.88,50.4,23.45,3004,1193,0.664980594,5,11,0.729586842,0.776420366,ssRNA(+),1,reservoir_only
Hepatitis_E_virus,Sus_scrofa,1,1,1,"fecal-oral, meat consumption",1,4,2,"jaundice, hepatomegaly",4,high,Note that genotypes 1 and 2 are found exclusively in humans; but genotypes 3 and 4 are found in both humand and other mammals (so this database refers to genotypes 3 and 4); More severe in pregnant women - case fatality rates of 20-25% have been reported in pregnant women in 3rd trimester,domestic,PCR,CETARTIODACTYLA,SUIDAE,Sus,scrofa,Group_IV,Hepeviridae,NA,Hepevirus,7176,TRUE,FALSE,SS,RNA,non-enveloped,Pavio et al. 2010; Pavio et al. 2013; Anita et al. 2014; Kasorndorkbua et al. 2004; https://www.who.int/news-room/fact-sheets/detail/hepatitis-e; https://www.cdc.gov/hepatitis/hev/hevfaq.htm,Anita et al. 2014,2.5,84471.54,4.52,252,115.2,3932,1671,0.671770443,13,41,0.729586842,0.776420366,ssRNA(+),1,direct_host
Hepatitis_E_virus,Capra_hircus,1,0,1,"fecal-oral, meat consumption",1,4,2,"jaundice, hepatomegaly",4,high,Note that genotypes 1 and 2 are found exclusively in humans; but genotypes 3 and 4 are found in both humand and other mammals (so this database refers to genotypes 3 and 4); More severe in pregnant women - case fatality rates of 20-25% have been reported in pregnant women in 3rd trimester,domestic,PCR,CETARTIODACTYLA,BOVIDAE,Capra,hircus,Group_IV,Hepeviridae,NA,Hepevirus,7176,TRUE,FALSE,SS,RNA,non-enveloped,Pavio et al. 2010; Pavio et al. 2013; Li et al. 2017; https://www.cdc.gov/hepatitis/hev/hevfaq.htm,Meng et al.,2.5,47386.47,1.45,249.6,156,1557,796,0.650446559,5,18,0.729586842,0.776420366,ssRNA(+),1,reservoir_only
Hepatitis_E_virus,Cervus_nippon,1,0,1,meat consumption,1,4,2,"jaundice, hepatomegaly",4,high,Note that genotypes 1 and 2 are found exclusively in humans; but genotypes 3 and 4 are found in both humand and other mammals (so this database refers to genotypes 3 and 4); More severe in pregnant women - case fatality rates of 20-25% have been reported in pregnant women in 3rd trimester,wild,PCR,CETARTIODACTYLA,CERVIDAE,Cervus,nippon,Group_IV,Hepeviridae,NA,Hepevirus,7176,TRUE,FALSE,SS,RNA,non-enveloped,Pavio et al. 2010; Pavio et al. 2013; Tei et al. 2003; https://www.cdc.gov/hepatitis/hev/hevfaq.htm,Tei et al. 2003,2.5,52999.99,1,305.04,223.66,1229,201,0.755787579,0,1,0.729586842,0.776420366,ssRNA(+),1,reservoir_only
Human_adenovirus_A,Pan_troglodytes,1,1,1,"fecal-oral, respiratory",5,0,1,gastrointestinal symptoms,4,high,"We were unable to find a species-specific case mortality for adenoviruses A, B, E, and F - instead, we used adenovirus C case mortality as a proxy",wild,PCR,PRIMATES,HOMINIDAE,Pan,troglodytes,Group_I,Adenoviridae,NA,Mastadenovirus,34125,FALSE,FALSE,DS,DNA,non-enveloped,Roy et al. 2009; Ghebremedhin 2014; Echavarria 2008,Wevers et al. 2011,2.5,45000,1.05,720,231.49,3960,505,0.130389214,10,20,0,0.130389214,dsDNA,1,direct_host
